Category,Team/All_Teams,Place,Player,Record,Team,Year
Receiving Yards,1,9,764,318,1,2017
Receiving Yards,1,10,1270,282,1,2017
Receiving Yards,1,11,764,267,1,2018
Receiving Yards,1,12,943,233,1,2018
Receiving Yards,1,13,3433,232,1,2018
Receiving Yards,1,14,943,197,1,2017
Receiving Yards,1,15,322,147,1,2017
Receiving Yards,1,16,985,132,1,2018
Receiving Yards,1,17,1963,100,1,2018
Receiving Yards,1,18,1125,98,1,2017
Receiving Yards,1,19,1561,96,1,2018
Receiving Yards,1,20,2502,47,1,2017
Receiving Yards,1,21,3271,40,1,2018
Receiving Yards,1,22,1464,11,1,2018
Receiving Yards,1,23,1561,5,1,2017
Yards per Reception,1,0,995,1528,1,2017
Yards per Reception,1,1,767,1440,1,2018
Yards per Reception,1,2,767,1357,1,2017
Yards per Reception,1,3,995,1207,1,2018
Yards per Reception,1,4,362,1173,1,2018
Yards per Reception,1,5,1270,1080,1,2018
Yards per Reception,1,6,667,991,1,2018
Yards per Reception,1,7,667,973,1,2017
Yards per Reception,1,8,943,728,1,2018
Yards per Reception,1,9,943,547,1,2017
Receiving Touchdowns,1,0,767,11,1,2018
Receiving Touchdowns,1,1,767,8,1,2017
Receiving Touchdowns,1,2,764,5,1,2017
Receiving Touchdowns,1,3,1270,4,1,2017
Receiving Touchdowns,1,4,667,4,1,2018
Receiving Touchdowns,1,5,764,4,1,2018
Receiving Touchdowns,1,6,488,3,1,2017
Receiving Touchdowns,1,7,667,3,1,2017
Receiving Touchdowns,1,8,362,3,1,2018
Receiving Touchdowns,1,9,995,3,1,2018
Receiving Touchdowns,1,10,943,2,1,2017
Receiving Touchdowns,1,11,995,2,1,2017
Receiving Touchdowns,1,12,943,2,1,2018
Receiving Touchdowns,1,13,1270,2,1,2018
Receiving Touchdowns,1,14,1125,1,1,2017
Receiving Touchdowns,1,15,1464,1,1,2018
Receiving Touchdowns,1,16,3433,1,1,2018
Targeted Passes,1,0,767,178,1,2018
Targeted Passes,1,1,767,159,1,2017
Targeted Passes,1,2,667,102,1,2017
Targeted Passes,1,3,667,95,1,2018
Targeted Passes,1,4,995,88,1,2018
Targeted Passes,1,5,995,74,1,2017
Targeted Passes,1,6,362,60,1,2018
Targeted Passes,1,7,943,59,1,2017
Targeted Passes,1,8,1270,58,1,2018
Targeted Passes,1,9,488,50,1,2017
Targeted Passes,1,10,1270,46,1,2017
Targeted Passes,1,11,764,38,1,2017
Targeted Passes,1,12,943,36,1,2018
Targeted Passes,1,13,764,30,1,2018
Targeted Passes,1,14,985,24,1,2018
Targeted Passes,1,15,1561,22,1,2018
Targeted Passes,1,16,1963,21,1,2018
Targeted Passes,1,17,322,20,1,2017
Targeted Passes,1,18,1125,20,1,2017
Targeted Passes,1,19,3433,17,1,2018
Targeted Passes,1,20,2502,7,1,2017
Targeted Passes,1,21,3271,6,1,2018
Targeted Passes,1,22,1561,5,1,2017
Targeted Passes,1,23,1464,2,1,2018
Targeted Passes,1,24,761,1,1,2018
Passes Dropped,1,0,767,14,1,2018
Passes Dropped,1,1,767,9,1,2017
Passes Dropped,1,2,362,5,1,2018
Passes Dropped,1,3,1561,4,1,2018
Passes Dropped,1,4,322,3,1,2017
Passes Dropped,1,5,488,3,1,2017
Passes Dropped,1,6,995,3,1,2017
Passes Dropped,1,7,995,3,1,2018
Passes Dropped,1,8,3271,3,1,2018
Passes Dropped,1,9,667,2,1,2017
Passes Dropped,1,10,764,2,1,2017
Passes Dropped,1,11,1270,2,1,2017
Passes Dropped,1,12,667,2,1,2018
Passes Dropped,1,13,943,2,1,2018
Passes Dropped,1,14,985,2,1,2018
Passes Dropped,1,15,1270,2,1,2018
Passes Dropped,1,16,1963,2,1,2018
Passes Dropped,1,17,943,1,1,2017
Passes Dropped,1,18,1125,1,1,2017
Passes Dropped,1,19,2502,1,1,2017
Passes Dropped,1,20,3433,1,1,2018
100 Yards Receiving,1,0,767,8,1,2017
100 Yards Receiving,1,1,767,8,1,2018
100 Yards Receiving,1,2,995,2,1,2018
100 Yards Receiving,1,3,667,1,1,2018
Interceptions,1,0,670,6,1,2017
Interceptions,1,1,1347,5,1,2018
Interceptions,1,2,1289,2,1,2017
Interceptions,1,3,1347,2,1,2017
Interceptions,1,4,670,2,1,2018
Interceptions,1,5,1640,2,1,2018
Interceptions,1,6,1741,2,1,2018
Interceptions,1,7,522,1,1,2017
Interceptions,1,8,878,1,1,2017
Interceptions,1,9,909,1,1,2017
Interceptions,1,10,917,1,1,2017
Interceptions,1,11,944,1,1,2017
Interceptions,1,12,1340,1,1,2017
Interceptions,1,13,1741,1,1,2017
Interceptions,1,14,1356,1,1,2018
Interceptions,1,15,1682,1,1,2018
Pass Defense Percentage,1,0,1347,827,1,2017
Pass Defense Percentage,1,1,670,827,1,2018
Pass Defense Percentage,1,2,1347,816,1,2018
Pass Defense Percentage,1,3,1366,805,1,2018
Pass Defense Percentage,1,4,1640,803,1,2018
Pass Defense Percentage,1,5,670,791,1,2017
Pass Defense Percentage,1,6,909,768,1,2018
Pass Defense Percentage,1,7,909,767,1,2017
Pass Defense Percentage,1,8,1640,748,1,2017
Pass Defense Percentage,1,9,522,747,1,2018
Pass Defense Percentage,1,10,522,732,1,2017
Tackles,1,0,1289,133,1,2017
Tackles,1,1,1289,100,1,2018
Tackles,1,2,909,97,1,2017
Tackles,1,3,1347,92,1,2018
Tackles,1,4,1741,90,1,2018
Tackles,1,5,522,67,1,2017
Tackles,1,6,917,67,1,2018
Tackles,1,7,670,66,1,2017
Tackles,1,8,1741,65,1,2017
Tackles,1,9,1347,60,1,2017
Tackles,1,10,917,54,1,2017
Tackles,1,11,491,52,1,2017
Tackles,1,12,909,45,1,2018
Tackles,1,13,1640,42,1,2017
Tackles,1,14,3711,38,1,2018
Tackles,1,15,491,36,1,2018
Tackles,1,16,522,36,1,2018
Tackles,1,17,1640,36,1,2018
Tackles,1,18,670,34,1,2018
Tackles,1,19,482,32,1,2017
Tackles,1,20,504,32,1,2017
Tackles,1,21,1682,32,1,2018
Tackles,1,22,402,28,1,2017
Tackles,1,23,402,26,1,2018
Tackles,1,24,2873,23,1,2018
Tackles,1,25,1366,21,1,2018
Tackles,1,26,1682,20,1,2017
Tackles,1,27,878,18,1,2017
Tackles,1,28,2180,17,1,2018
Tackles,1,29,883,16,1,2017
Tackles,1,30,299,12,1,2017
Tackles,1,31,944,11,1,2017
Tackles,1,32,111,11,1,2018
Tackles,1,33,944,10,1,2018
Tackles,1,34,1340,8,1,2017
Tackles,1,35,1356,7,1,2018
Tackles,1,36,2249,7,1,2018
Tackles,1,37,1186,5,1,2017
Tackles,1,38,2277,5,1,2017
Tackles,1,39,662,5,1,2018
Tackles,1,40,1348,4,1,2017
Tackles,1,41,1366,4,1,2017
Tackles,1,42,123,2,1,2017
Tackles,1,43,667,2,1,2017
Tackles,1,44,995,2,1,2017
Tackles,1,45,2873,2,1,2017
Tackles,1,46,488,1,1,2017
Tackles,1,47,764,1,1,2017
Tackles,1,48,767,1,1,2017
Tackles,1,49,943,1,1,2017
Tackles,1,50,164,1,1,2018
Tackles,1,51,732,1,1,2018
Tackles,1,52,767,1,1,2018
Tackles,1,53,995,1,1,2018
Assists,1,0,909,31,1,2017
Assists,1,1,1289,30,1,2018
Assists,1,2,1347,29,1,2018
Assists,1,3,909,26,1,2018
Assists,1,4,1289,23,1,2017
Assists,1,5,1741,23,1,2017
Assists,1,6,1347,22,1,2017
Assists,1,7,670,21,1,2018
Assists,1,8,522,20,1,2017
Assists,1,9,1741,20,1,2018
Assists,1,10,482,19,1,2017
Assists,1,11,917,18,1,2017
Assists,1,12,917,18,1,2018
Assists,1,13,1682,17,1,2018
Assists,1,14,670,13,1,2017
Assists,1,15,1640,13,1,2017
Assists,1,16,491,12,1,2018
Assists,1,17,3711,12,1,2018
Assists,1,18,491,10,1,2017
Assists,1,19,504,10,1,2017
Assists,1,20,2873,10,1,2018
Assists,1,21,883,9,1,2017
Assists,1,22,1682,9,1,2017
Assists,1,23,522,9,1,2018
Assists,1,24,1366,8,1,2018
Assists,1,25,1640,8,1,2018
Assists,1,26,402,6,1,2017
Assists,1,27,402,6,1,2018
Assists,1,28,878,5,1,2017
Assists,1,29,111,5,1,2018
Assists,1,30,1340,4,1,2017
Assists,1,31,1366,4,1,2017
Assists,1,32,2277,4,1,2017
Assists,1,33,2180,4,1,2018
Assists,1,34,299,3,1,2017
Assists,1,35,944,3,1,2017
Assists,1,36,1356,3,1,2018
Assists,1,37,944,2,1,2018
Assists,1,38,2249,2,1,2018
Assists,1,39,1186,1,1,2017
Sacks,1,0,491,105,1,2018
Sacks,1,1,402,85,1,2018
Sacks,1,2,2873,85,1,2018
Sacks,1,3,402,75,1,2017
Sacks,1,4,491,50,1,2017
Sacks,1,5,482,45,1,2017
Sacks,1,6,504,40,1,2017
Sacks,1,7,2180,40,1,2018
Sacks,1,8,1741,30,1,2017
Sacks,1,9,111,30,1,2018
Sacks,1,10,917,30,1,2018
Sacks,1,11,299,25,1,2017
Sacks,1,12,883,25,1,2017
Sacks,1,13,917,20,1,2017
Sacks,1,14,1289,20,1,2018
Sacks,1,15,1682,20,1,2018
Sacks,1,16,3711,15,1,2018
Sacks,1,17,909,10,1,2017
Sacks,1,18,1289,10,1,2017
Sacks,1,19,2277,10,1,2017
Sacks,1,20,1356,10,1,2018
Sacks,1,21,1741,10,1,2018
Sacks,1,22,1640,5,1,2017
Sacks,1,23,1682,5,1,2017
Hurries,1,0,491,18,1,2017
Hurries,1,1,402,13,1,2017
Hurries,1,2,504,12,1,2017
Hurries,1,3,482,9,1,2017
Hurries,1,4,491,9,1,2018
Hurries,1,5,2873,7,1,2018
Hurries,1,6,883,5,1,2017
Hurries,1,7,1682,5,1,2017
Hurries,1,8,402,5,1,2018
Hurries,1,9,917,4,1,2018
Hurries,1,10,1289,3,1,2017
Hurries,1,11,111,3,1,2018
Hurries,1,12,1682,3,1,2018
Hurries,1,13,2180,3,1,2018
Hurries,1,14,3711,3,1,2018
Hurries,1,15,299,2,1,2017
Hurries,1,16,917,2,1,2017
Hurries,1,17,670,1,1,2017
Hurries,1,18,1741,1,1,2017
Hurries,1,19,2873,1,1,2017
Hurries,1,20,732,1,1,2018
Hurries,1,21,1289,1,1,2018
Hurries,1,22,1356,1,1,2018
Hurries,1,23,1741,1,1,2018
Hurries,1,24,2249,1,1,2018
Blocked Passes,1,0,491,6,1,2017
Blocked Passes,1,1,482,4,1,2017
Blocked Passes,1,2,402,3,1,2017
Blocked Passes,1,3,2873,3,1,2018
Blocked Passes,1,4,3711,2,1,2018
Blocked Passes,1,5,299,1,1,2017
Blocked Passes,1,6,504,1,1,2017
Blocked Passes,1,7,883,1,1,2017
Blocked Passes,1,8,1682,1,1,2017
Blocked Passes,1,9,111,1,1,2018
Blocked Passes,1,10,1366,1,1,2018
Blocked Passes,1,11,1682,1,1,2018
Blocked Passes,1,12,1741,1,1,2018
Blocked Passes,1,13,2180,1,1,2018
Blocked Passes,1,14,2249,1,1,2018
Field Goals,1,0,183,24,1,2018
Field Goals,1,1,6,23,1,2017
Key Run Blocks,1,0,819,41,1,2018
Key Run Blocks,1,1,164,32,1,2017
Key Run Blocks,1,2,1097,32,1,2018
Key Run Blocks,1,3,1588,29,1,2018
Key Run Blocks,1,4,1097,27,1,2017
Key Run Blocks,1,5,163,26,1,2017
Key Run Blocks,1,6,3516,25,1,2018
Key Run Blocks,1,7,164,24,1,2018
Key Run Blocks,1,8,819,23,1,2017
Key Run Blocks,1,9,1588,11,1,2017
Key Run Blocks,1,10,627,5,1,2017
Key Run Blocks,1,11,667,4,1,2018
Key Run Blocks,1,12,761,4,1,2018
Key Run Blocks,1,13,2667,3,1,2017
Key Run Blocks,1,14,667,2,1,2017
Key Run Blocks,1,15,1270,2,1,2018
Key Run Blocks,1,16,1270,1,1,2017
Key Run Blocks,1,17,870,1,1,2018
Key Run Blocks,1,18,1963,1,1,2018
Key Run Blocks,1,19,2650,1,1,2018
Key Run Opportunities,1,0,164,104,1,2017
Key Run Opportunities,1,1,819,92,1,2018
Key Run Opportunities,1,2,1097,85,1,2018
Key Run Opportunities,1,3,1588,84,1,2018
Key Run Opportunities,1,4,819,71,1,2017
Key Run Opportunities,1,5,1097,69,1,2017
Key Run Opportunities,1,6,164,66,1,2018
Key Run Opportunities,1,7,3516,62,1,2018
Key Run Opportunities,1,8,163,60,1,2017
Key Run Opportunities,1,9,1588,41,1,2017
Key Run Opportunities,1,10,627,14,1,2017
Key Run Opportunities,1,11,2667,8,1,2017
Key Run Opportunities,1,12,667,7,1,2018
Key Run Opportunities,1,13,761,6,1,2018
Key Run Opportunities,1,14,870,6,1,2018
Key Run Opportunities,1,15,1270,6,1,2018
Key Run Opportunities,1,16,2650,5,1,2018
Key Run Opportunities,1,17,667,3,1,2017
Key Run Opportunities,1,18,1963,2,1,2018
Key Run Opportunities,1,19,1270,1,1,2017
Key Run Opportunities,1,20,2502,1,1,2017
Pancake Blocks,1,0,819,5,1,2018
Pancake Blocks,1,1,1588,4,1,2018
Pancake Blocks,1,2,819,3,1,2017
Pancake Blocks,1,3,164,2,1,2018
Pancake Blocks,1,4,1097,1,1,2017
Pancake Blocks,1,5,1097,1,1,2018
Passes Defensed,1,0,1347,13,1,2017
Passes Defensed,1,1,670,12,1,2018
Passes Defensed,1,2,1289,8,1,2018
Passes Defensed,1,3,1347,8,1,2018
Passes Defensed,1,4,917,7,1,2017
Passes Defensed,1,5,1366,7,1,2017
Passes Defensed,1,6,1366,7,1,2018
Passes Defensed,1,7,1640,7,1,2018
Passes Defensed,1,8,522,6,1,2017
Passes Defensed,1,9,909,6,1,2017
Passes Defensed,1,10,1289,6,1,2017
Passes Defensed,1,11,1741,6,1,2018
Passes Defensed,1,12,670,5,1,2017
Passes Defensed,1,13,1741,5,1,2017
Passes Defensed,1,14,522,5,1,2018
Passes Defensed,1,15,917,5,1,2018
Passes Defensed,1,16,909,4,1,2018
Passes Defensed,1,17,1640,3,1,2017
Passes Defensed,1,18,2873,2,1,2018
Passes Defensed,1,19,878,1,1,2017
Passes Defensed,1,20,944,1,1,2017
Passes Defensed,1,21,1340,1,1,2017
Passes Defensed,1,22,1682,1,1,2017
Passes Defensed,1,23,2249,1,1,2018
Punt Return Yards,1,0,488,261,1,2017
Punt Return Yards,1,1,362,210,1,2018
Punt Return Yards,1,2,322,5,1,2017
Kickoff Return Yards,1,0,670,541,1,2018
Kickoff Return Yards,1,1,897,414,1,2017
Kickoff Return Yards,1,2,362,133,1,2018
Kickoff Return Yards,1,3,488,111,1,2017
Kickoff Return Yards,1,4,670,69,1,2017
Points Scored,1,0,183,114,1,2018
Points Scored,1,1,6,109,1,2017
Points Scored,1,2,764,78,1,2018
Points Scored,1,3,764,72,1,2017
Points Scored,1,4,767,66,1,2018
Points Scored,1,5,767,50,1,2017
Points Scored,1,6,943,36,1,2017
Points Scored,1,7,667,26,1,2018
Points Scored,1,8,1270,24,1,2017
Points Scored,1,9,667,20,1,2017
Points Scored,1,10,995,20,1,2018
Points Scored,1,11,123,18,1,2017
Points Scored,1,12,488,18,1,2017
Points Scored,1,13,1125,18,1,2017
Points Scored,1,14,362,18,1,2018
Points Scored,1,15,995,14,1,2017
Points Scored,1,16,670,12,1,2017
Points Scored,1,17,123,12,1,2018
Points Scored,1,18,943,12,1,2018
Points Scored,1,19,1270,12,1,2018
Points Scored,1,20,3271,12,1,2018
Points Scored,1,21,878,6,1,2017
Points Scored,1,22,429,6,1,2018
Points Scored,1,23,1347,6,1,2018
Points Scored,1,24,1356,6,1,2018
Points Scored,1,25,1464,6,1,2018
Points Scored,1,26,3433,6,1,2018
Points Scored,1,27,322,2,1,2017
Yards from Scrimmage,1,0,767,1572,1,2018
Yards from Scrimmage,1,1,767,1499,1,2017
Yards from Scrimmage,1,2,764,1349,1,2018
Yards from Scrimmage,1,3,764,964,1,2017
Yards from Scrimmage,1,4,995,736,1,2018
Yards from Scrimmage,1,5,943,683,1,2017
Yards from Scrimmage,1,6,995,652,1,2017
Yards from Scrimmage,1,7,667,613,1,2017
Yards from Scrimmage,1,8,943,568,1,2018
Yards from Scrimmage,1,9,667,555,1,2018
Yards from Scrimmage,1,10,1270,443,1,2018
Yards from Scrimmage,1,11,488,414,1,2017
Yards from Scrimmage,1,12,362,384,1,2018
Yards from Scrimmage,1,13,1125,372,1,2017
Yards from Scrimmage,1,14,123,359,1,2017
Yards from Scrimmage,1,15,1270,282,1,2017
Yards from Scrimmage,1,16,3433,232,1,2018
Yards from Scrimmage,1,17,3271,209,1,2018
Yards from Scrimmage,1,18,123,202,1,2018
Yards from Scrimmage,1,19,322,147,1,2017
Yards from Scrimmage,1,20,985,132,1,2018
Yards from Scrimmage,1,21,1963,100,1,2018
Yards from Scrimmage,1,22,1561,96,1,2018
Yards from Scrimmage,1,23,2502,47,1,2017
Yards from Scrimmage,1,24,1464,11,1,2018
Yards from Scrimmage,1,25,1561,5,1,2017
All-Purpose Yards,1,0,767,1572,1,2018
All-Purpose Yards,1,1,767,1499,1,2017
All-Purpose Yards,1,2,764,1349,1,2018
All-Purpose Yards,1,3,764,964,1,2017
All-Purpose Yards,1,4,488,786,1,2017
All-Purpose Yards,1,5,995,736,1,2018
All-Purpose Yards,1,6,362,727,1,2018
All-Purpose Yards,1,7,943,683,1,2017
All-Purpose Yards,1,8,995,652,1,2017
All-Purpose Yards,1,9,667,613,1,2017
All-Purpose Yards,1,10,943,568,1,2018
All-Purpose Yards,1,11,670,564,1,2018
All-Purpose Yards,1,12,667,555,1,2018
All-Purpose Yards,1,13,1270,443,1,2018
All-Purpose Yards,1,14,897,414,1,2017
All-Purpose Yards,1,15,1125,372,1,2017
All-Purpose Yards,1,16,123,359,1,2017
All-Purpose Yards,1,17,1270,282,1,2017
All-Purpose Yards,1,18,3433,232,1,2018
All-Purpose Yards,1,19,3271,209,1,2018
All-Purpose Yards,1,20,123,202,1,2018
All-Purpose Yards,1,21,670,195,1,2017
All-Purpose Yards,1,22,322,152,1,2017
All-Purpose Yards,1,23,985,132,1,2018
All-Purpose Yards,1,24,1963,100,1,2018
All-Purpose Yards,1,25,1561,96,1,2018
All-Purpose Yards,1,26,1347,86,1,2018
All-Purpose Yards,1,27,878,84,1,2017
All-Purpose Yards,1,28,2502,47,1,2017
All-Purpose Yards,1,29,1640,40,1,2018
All-Purpose Yards,1,30,1741,38,1,2017
All-Purpose Yards,1,31,429,35,1,2018
All-Purpose Yards,1,32,1356,34,1,2018
All-Purpose Yards,1,33,1289,26,1,2017
All-Purpose Yards,1,34,1347,23,1,2017
All-Purpose Yards,1,35,1588,20,1,2017
All-Purpose Yards,1,36,522,18,1,2017
All-Purpose Yards,1,37,402,16,1,2018
All-Purpose Yards,1,38,917,13,1,2017
All-Purpose Yards,1,39,3711,13,1,2018
All-Purpose Yards,1,40,1464,11,1,2018
All-Purpose Yards,1,41,557,10,1,2017
All-Purpose Yards,1,42,1340,10,1,2017
All-Purpose Yards,1,43,1741,10,1,2018
All-Purpose Yards,1,44,2180,9,1,2018
All-Purpose Yards,1,45,1561,5,1,2017
All-Purpose Yards,1,46,1682,2,1,2018
Quarterback Rating,2,0,105,990,2,2017
Quarterback Rating,2,1,624,869,2,2018
Pass Attempts,2,0,105,619,2,2017
Pass Attempts,2,1,624,494,2,2018
Pass Attempts,2,2,105,121,2,2018
Pass Completions,2,0,105,417,2,2017
Pass Completions,2,1,624,340,2,2018
Pass Completions,2,2,105,79,2,2018
Completion Percentage,2,0,624,688,2,2018
Completion Percentage,2,1,105,674,2,2017
Passing Yards,2,0,105,4782,2,2017
Passing Yards,2,1,624,3542,2,2018
Passing Yards,2,2,105,777,2,2018
Yards per Pass Attempt,2,0,105,773,2,2017
Yards per Pass Attempt,2,1,624,717,2,2018
Passing Touchdowns,2,0,105,26,2,2017
Passing Touchdowns,2,1,624,14,2,2018
Passing Touchdowns,2,2,105,3,2,2018
Times Sacked,2,0,105,28,2,2017
Times Sacked,2,1,624,18,2,2018
Times Sacked,2,2,105,9,2,2018
300 Yards Passing,2,0,105,8,2,2017
300 Yards Passing,2,1,624,5,2,2018
Rushing Attempts,2,0,890,255,2,2018
Rushing Attempts,2,1,890,253,2,2017
Rushing Attempts,2,2,191,111,2,2017
Rushing Attempts,2,3,624,52,2,2018
Rushing Attempts,2,4,1212,48,2,2018
Rushing Attempts,2,5,3250,26,2,2018
Rushing Attempts,2,6,105,14,2,2017
Rushing Attempts,2,7,908,11,2,2017
Rushing Attempts,2,8,165,10,2,2017
Rushing Attempts,2,9,105,8,2,2018
Rushing Attempts,2,10,165,7,2,2018
Rushing Attempts,2,11,1088,6,2,2018
Rushing Attempts,2,12,188,5,2,2017
Rushing Attempts,2,13,377,5,2,2018
Rushing Attempts,2,14,27,3,2,2017
Rushing Attempts,2,15,1132,1,2,2017
Rushing Attempts,2,16,188,1,2,2018
Rushing Attempts,2,17,1071,1,2,2018
Rushing Attempts,2,18,1330,1,2,2018
Rushing Yards,2,0,890,1079,2,2018
Rushing Yards,2,1,890,862,2,2017
Rushing Yards,2,2,191,302,2,2017
Rushing Yards,2,3,1212,200,2,2018
Rushing Yards,2,4,624,148,2,2018
Rushing Yards,2,5,3250,70,2,2018
Rushing Yards,2,6,908,55,2,2017
Rushing Yards,2,7,105,46,2,2017
Rushing Yards,2,8,165,35,2,2018
Rushing Yards,2,9,105,20,2,2018
Rushing Yards,2,10,188,18,2,2017
Rushing Yards,2,11,1088,17,2,2018
Rushing Yards,2,12,27,13,2,2017
Rushing Yards,2,13,377,9,2,2018
Rushing Yards,2,14,1071,5,2,2018
Rushing Yards,2,15,1132,2,2,2017
Yards per Carry,2,0,890,423,2,2018
Yards per Carry,2,1,890,341,2,2017
Yards per Carry,2,2,191,272,2,2017
Rushing Touchdowns,2,0,890,13,2,2018
Rushing Touchdowns,2,1,890,6,2,2017
Rushing Touchdowns,2,2,1212,2,2,2018
Rushing Touchdowns,2,3,105,1,2,2017
Rushing Touchdowns,2,4,165,1,2,2017
Rushing Touchdowns,2,5,191,1,2,2017
Rushing Touchdowns,2,6,3250,1,2,2018
100 Yards Rushing,2,0,890,3,2,2018
100 Yards Rushing,2,1,890,2,2,2017
Receptions,2,0,188,83,2,2017
Receptions,2,1,1071,78,2,2017
Receptions,2,2,165,68,2,2017
Receptions,2,3,188,64,2,2018
Receptions,2,4,217,56,2,2018
Receptions,2,5,165,51,2,2018
Receptions,2,6,890,48,2,2017
Receptions,2,7,890,48,2,2018
Receptions,2,8,1071,46,2,2018
Receptions,2,9,1330,40,2,2018
Receptions,2,10,923,36,2,2017
Receptions,2,11,1339,36,2,2018
Receptions,2,12,1132,33,2,2017
Receptions,2,13,923,31,2,2018
Receptions,2,14,1212,23,2,2018
Receptions,2,15,1339,20,2,2017
Receptions,2,16,27,17,2,2017
Receptions,2,17,191,13,2,2017
Receptions,2,18,728,13,2,2017
Receptions,2,19,1088,12,2,2018
Receptions,2,20,377,9,2,2018
Receptions,2,21,908,5,2,2017
Receptions,2,22,105,3,2,2018
Receptions,2,23,1212,2,2,2017
Receptions,2,24,1330,1,2,2017
Receiving Yards,2,0,188,1175,2,2017
Receiving Yards,2,1,1071,884,2,2017
Receiving Yards,2,2,188,795,2,2018
Receiving Yards,2,3,165,689,2,2017
Receiving Yards,2,4,217,634,2,2018
Receiving Yards,2,5,165,586,2,2018
Receiving Yards,2,6,923,581,2,2017
Receiving Yards,2,7,890,454,2,2018
Receiving Yards,2,8,1339,442,2,2018
Receiving Yards,2,9,1071,434,2,2018
Receiving Yards,2,10,890,420,2,2017
Receiving Yards,2,11,1330,414,2,2018
Receiving Yards,2,12,1132,398,2,2017
Receiving Yards,2,13,923,206,2,2018
Receiving Yards,2,14,728,199,2,2017
Receiving Yards,2,15,1339,176,2,2017
Receiving Yards,2,16,1212,173,2,2018
Receiving Yards,2,17,1088,118,2,2018
Receiving Yards,2,18,27,111,2,2017
Receiving Yards,2,19,191,84,2,2017
Receiving Yards,2,20,377,45,2,2018
Receiving Yards,2,21,908,39,2,2017
Receiving Yards,2,22,105,18,2,2018
Receiving Yards,2,23,1212,14,2,2017
Receiving Yards,2,24,1330,12,2,2017
Yards per Reception,2,0,923,1614,2,2017
Yards per Reception,2,1,188,1416,2,2017
Yards per Reception,2,2,188,1242,2,2018
Yards per Reception,2,3,1339,1228,2,2018
Yards per Reception,2,4,1132,1206,2,2017
Yards per Reception,2,5,165,1149,2,2018
Yards per Reception,2,6,1071,1133,2,2017
Yards per Reception,2,7,217,1132,2,2018
Yards per Reception,2,8,1330,1035,2,2018
Yards per Reception,2,9,165,1013,2,2017
Yards per Reception,2,10,890,946,2,2018
Yards per Reception,2,11,1071,943,2,2018
Yards per Reception,2,12,890,875,2,2017
Receiving Touchdowns,2,0,1071,7,2,2017
Receiving Touchdowns,2,1,188,6,2,2017
Receiving Touchdowns,2,2,890,4,2,2017
Receiving Touchdowns,2,3,923,3,2,2017
Receiving Touchdowns,2,4,217,3,2,2018
Receiving Touchdowns,2,5,1339,3,2,2018
Receiving Touchdowns,2,6,165,2,2,2017
Receiving Touchdowns,2,7,728,2,2,2017
Receiving Touchdowns,2,8,165,2,2,2018
Receiving Touchdowns,2,9,188,2,2,2018
Receiving Touchdowns,2,10,890,2,2,2018
Receiving Touchdowns,2,11,1330,2,2,2018
Receiving Touchdowns,2,12,908,1,2,2017
Receiving Touchdowns,2,13,1212,1,2,2017
Receiving Touchdowns,2,14,923,1,2,2018
Receiving Touchdowns,2,15,1071,1,2,2018
Receiving Touchdowns,2,16,1212,1,2,2018
Targeted Passes,2,0,188,129,2,2017
Targeted Passes,2,1,1071,120,2,2017
Targeted Passes,2,2,165,105,2,2017
Targeted Passes,2,3,188,92,2,2018
Targeted Passes,2,4,217,89,2,2018
Targeted Passes,2,5,165,75,2,2018
Targeted Passes,2,6,890,68,2,2017
Targeted Passes,2,7,890,67,2,2018
Targeted Passes,2,8,1071,67,2,2018
Targeted Passes,2,9,1330,62,2,2018
Targeted Passes,2,10,1132,51,2,2017
Targeted Passes,2,11,923,49,2,2017
Targeted Passes,2,12,1339,48,2,2018
Targeted Passes,2,13,923,40,2,2018
Targeted Passes,2,14,1212,29,2,2018
Targeted Passes,2,15,1339,25,2,2017
Targeted Passes,2,16,1088,25,2,2018
Targeted Passes,2,17,27,23,2,2017
Targeted Passes,2,18,728,17,2,2017
Targeted Passes,2,19,191,15,2,2017
Targeted Passes,2,20,377,13,2,2018
Targeted Passes,2,21,908,10,2,2017
Targeted Passes,2,22,1330,4,2,2017
Targeted Passes,2,23,1212,2,2,2017
Passes Dropped,2,0,188,9,2,2017
Passes Dropped,2,1,217,7,2,2018
Passes Dropped,2,2,890,5,2,2018
Passes Dropped,2,3,1088,4,2,2018
Passes Dropped,2,4,165,3,2,2017
Passes Dropped,2,5,188,3,2,2018
Passes Dropped,2,6,1071,3,2,2018
Passes Dropped,2,7,1071,2,2,2017
Passes Dropped,2,8,1132,2,2,2017
Passes Dropped,2,9,923,2,2,2018
Passes Dropped,2,10,1330,2,2,2018
Passes Dropped,2,11,1339,2,2,2018
Passes Dropped,2,12,27,1,2,2017
Passes Dropped,2,13,923,1,2,2017
100 Yards Receiving,2,0,188,5,2,2017
100 Yards Receiving,2,1,923,2,2,2017
100 Yards Receiving,2,2,1071,2,2,2017
100 Yards Receiving,2,3,165,2,2,2018
100 Yards Receiving,2,4,165,1,2,2017
100 Yards Receiving,2,5,728,1,2,2017
100 Yards Receiving,2,6,1339,1,2,2017
Interceptions,2,0,1479,3,2,2017
Interceptions,2,1,189,3,2,2018
Interceptions,2,2,1448,3,2,2018
Interceptions,2,3,360,2,2,2017
Interceptions,2,4,1448,2,2,2017
Interceptions,2,5,102,2,2,2018
