Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,2,17,22,2017,2,12
Points Scored,2,18,21,2017,2,5
Points Scored,2,19,21,2017,2,22
Points Scored,2,20,20,2017,2,22
Points Scored,2,21,20,2018,2,6
Points Scored,2,22,20,2018,2,4
Points Scored,2,23,19,2017,2,30
Points Scored,2,24,19,2017,2,10
Points Scored,2,25,19,2018,2,1
Points Scored,2,26,17,2017,2,28
Points Scored,2,27,17,2018,2,22
Points Scored,2,28,16,2018,2,6
Points Scored,2,29,16,2018,2,17
Points Scored,2,30,13,2018,2,8
Points Scored,2,31,13,2018,2,3
Points Allowed,2,0,3,2017,2,30
Points Allowed,2,1,6,2018,2,30
Points Allowed,2,2,10,2017,2,6
Points Allowed,2,3,13,2018,2,6
Points Allowed,2,4,14,2018,2,8
Points Allowed,2,5,16,2017,2,22
Points Allowed,2,6,17,2017,2,15
Points Allowed,2,7,17,2018,2,6
Points Allowed,2,8,17,2018,2,1
Points Allowed,2,9,19,2017,2,28
Points Allowed,2,10,19,2018,2,27
Points Allowed,2,11,19,2018,2,17
Points Allowed,2,12,20,2017,2,22
Points Allowed,2,13,20,2018,2,3
Points Allowed,2,14,21,2017,2,12
Points Allowed,2,15,21,2017,2,11
Points Allowed,2,16,21,2018,2,22
Points Allowed,2,17,22,2017,2,20
Points Allowed,2,18,23,2017,2,30
Points Allowed,2,19,23,2018,2,13
Points Allowed,2,20,24,2017,2,14
Points Allowed,2,21,24,2018,2,22
Points Allowed,2,22,27,2017,2,6
Points Allowed,2,23,27,2017,2,10
Points Allowed,2,24,27,2017,2,9
Points Allowed,2,25,27,2018,2,20
Points Allowed,2,26,27,2018,2,4
Points Allowed,2,27,27,2018,2,30
Points Allowed,2,28,28,2017,2,5
Points Allowed,2,29,30,2018,2,31
Points Allowed,2,30,30,2018,2,23
Points Allowed,2,31,34,2017,2,31
Passing Yards,2,0,423,2017,2,31
Passing Yards,2,1,404,2017,2,11
Passing Yards,2,2,389,2018,2,17
Passing Yards,2,3,380,2017,2,6
Passing Yards,2,4,354,2017,2,12
Passing Yards,2,5,345,2017,2,30
Passing Yards,2,6,343,2018,2,31
Passing Yards,2,7,336,2018,2,6
Passing Yards,2,8,332,2017,2,9
Passing Yards,2,9,321,2018,2,27
Passing Yards,2,10,317,2018,2,13
Passing Yards,2,11,306,2017,2,14
Passing Yards,2,12,302,2017,2,28
Passing Yards,2,13,298,2018,2,30
Passing Yards,2,14,296,2018,2,20
Passing Yards,2,15,291,2017,2,22
Passing Yards,2,16,285,2018,2,4
Passing Yards,2,17,281,2018,2,8
Passing Yards,2,18,279,2018,2,1
Passing Yards,2,19,276,2017,2,5
Passing Yards,2,20,259,2017,2,22
Passing Yards,2,21,246,2017,2,6
Passing Yards,2,22,245,2017,2,10
Passing Yards,2,23,223,2018,2,6
Passing Yards,2,24,216,2017,2,15
Passing Yards,2,25,215,2017,2,20
Passing Yards,2,26,211,2018,2,30
Passing Yards,2,27,202,2018,2,22
Passing Yards,2,28,200,2018,2,23
Passing Yards,2,29,188,2017,2,30
Passing Yards,2,30,184,2018,2,3
Passing Yards,2,31,154,2018,2,22
Passing Yards Allowed,2,0,99,2017,2,12
Passing Yards Allowed,2,1,121,2017,2,30
Passing Yards Allowed,2,2,134,2017,2,10
Passing Yards Allowed,2,3,163,2017,2,22
Passing Yards Allowed,2,4,173,2017,2,22
Passing Yards Allowed,2,5,174,2018,2,22
Passing Yards Allowed,2,6,177,2018,2,30
Passing Yards Allowed,2,7,180,2018,2,8
Passing Yards Allowed,2,8,195,2017,2,5
Passing Yards Allowed,2,9,197,2017,2,28
Passing Yards Allowed,2,10,209,2018,2,13
Passing Yards Allowed,2,11,214,2018,2,3
Passing Yards Allowed,2,12,221,2018,2,30
Passing Yards Allowed,2,13,228,2018,2,17
Passing Yards Allowed,2,14,231,2018,2,6
Passing Yards Allowed,2,15,241,2018,2,4
Passing Yards Allowed,2,16,247,2018,2,27
Passing Yards Allowed,2,17,252,2017,2,30
Passing Yards Allowed,2,18,254,2017,2,6
Passing Yards Allowed,2,19,255,2018,2,31
Passing Yards Allowed,2,20,259,2018,2,22
Passing Yards Allowed,2,21,266,2018,2,6
Passing Yards Allowed,2,22,271,2017,2,9
Passing Yards Allowed,2,23,291,2018,2,1
Passing Yards Allowed,2,24,294,2017,2,14
Passing Yards Allowed,2,25,301,2017,2,6
Passing Yards Allowed,2,26,309,2017,2,31
Passing Yards Allowed,2,27,325,2018,2,23
Passing Yards Allowed,2,28,339,2017,2,15
Passing Yards Allowed,2,29,361,2018,2,20
Passing Yards Allowed,2,30,370,2017,2,11
Passing Yards Allowed,2,31,457,2017,2,20
Rushing Yards,2,0,207,2018,2,30
Rushing Yards,2,1,187,2018,2,13
Rushing Yards,2,2,186,2018,2,22
Rushing Yards,2,3,152,2017,2,30
Rushing Yards,2,4,146,2017,2,22
Rushing Yards,2,5,124,2017,2,6
Rushing Yards,2,6,113,2018,2,23
Rushing Yards,2,7,113,2018,2,22
Rushing Yards,2,8,100,2017,2,30
Rushing Yards,2,9,99,2017,2,9
Rushing Yards,2,10,94,2018,2,6
Rushing Yards,2,11,87,2018,2,3
Rushing Yards,2,12,84,2018,2,30
Rushing Yards,2,13,82,2018,2,20
Rushing Yards,2,14,79,2017,2,20
Rushing Yards,2,15,77,2017,2,22
Rushing Yards,2,16,77,2018,2,27
Rushing Yards,2,17,76,2018,2,1
Rushing Yards,2,18,75,2017,2,12
Rushing Yards,2,19,75,2017,2,31
Rushing Yards,2,20,68,2017,2,28
Rushing Yards,2,21,65,2017,2,15
Rushing Yards,2,22,65,2017,2,14
Rushing Yards,2,23,63,2018,2,6
Rushing Yards,2,24,60,2018,2,31
Rushing Yards,2,25,55,2018,2,4
Rushing Yards,2,26,53,2017,2,5
Rushing Yards,2,27,53,2018,2,8
Rushing Yards,2,28,52,2017,2,11
Rushing Yards,2,29,40,2018,2,17
Rushing Yards,2,30,31,2017,2,10
Rushing Yards,2,31,30,2017,2,6
Rushing Yards Allowed,2,0,34,2018,2,8
Rushing Yards Allowed,2,1,38,2018,2,6
Rushing Yards Allowed,2,2,55,2018,2,4
Rushing Yards Allowed,2,3,61,2017,2,30
Rushing Yards Allowed,2,4,75,2017,2,14
Rushing Yards Allowed,2,5,77,2018,2,1
Rushing Yards Allowed,2,6,79,2018,2,30
Rushing Yards Allowed,2,7,82,2017,2,6
Rushing Yards Allowed,2,8,86,2018,2,27
Rushing Yards Allowed,2,9,94,2017,2,22
Rushing Yards Allowed,2,10,95,2018,2,22
Rushing Yards Allowed,2,11,98,2017,2,31
Rushing Yards Allowed,2,12,98,2018,2,31
Rushing Yards Allowed,2,13,103,2018,2,13
Rushing Yards Allowed,2,14,104,2017,2,20
Rushing Yards Allowed,2,15,109,2017,2,9
Rushing Yards Allowed,2,16,111,2017,2,6
Rushing Yards Allowed,2,17,115,2018,2,22
Rushing Yards Allowed,2,18,117,2017,2,12
Rushing Yards Allowed,2,19,120,2017,2,22
Rushing Yards Allowed,2,20,120,2017,2,11
Rushing Yards Allowed,2,21,132,2018,2,17
Rushing Yards Allowed,2,22,133,2018,2,30
Rushing Yards Allowed,2,23,135,2018,2,20
Rushing Yards Allowed,2,24,137,2018,2,23
Rushing Yards Allowed,2,25,145,2017,2,10
Rushing Yards Allowed,2,26,150,2018,2,3
Rushing Yards Allowed,2,27,159,2017,2,28
Rushing Yards Allowed,2,28,162,2017,2,5
Rushing Yards Allowed,2,29,166,2017,2,30
Rushing Yards Allowed,2,30,174,2017,2,15
Rushing Yards Allowed,2,31,188,2018,2,6
Total Yards,2,0,498,2017,2,31
Total Yards,2,1,497,2017,2,30
Total Yards,2,2,492,2018,2,13
Total Yards,2,3,456,2017,2,11
Total Yards,2,4,423,2017,2,9
Total Yards,2,5,418,2018,2,30
Total Yards,2,6,409,2018,2,17
Total Yards,2,7,402,2017,2,12
Total Yards,2,8,401,2017,2,22
Total Yards,2,9,395,2018,2,6
Total Yards,2,10,391,2017,2,6
Total Yards,2,11,390,2018,2,27
Total Yards,2,12,390,2018,2,31
Total Yards,2,13,370,2017,2,28
Total Yards,2,14,370,2018,2,30
Total Yards,2,15,366,2017,2,6
Total Yards,2,16,356,2018,2,20
Total Yards,2,17,349,2017,2,22
Total Yards,2,18,347,2017,2,14
Total Yards,2,19,342,2018,2,1
Total Yards,2,20,340,2018,2,22
Total Yards,2,21,329,2017,2,5
Total Yards,2,22,324,2018,2,4
Total Yards,2,23,317,2018,2,6
Total Yards,2,24,310,2018,2,22
Total Yards,2,25,309,2018,2,23
Total Yards,2,26,308,2018,2,8
Total Yards,2,27,288,2017,2,30
Total Yards,2,28,281,2017,2,20
Total Yards,2,29,271,2017,2,15
Total Yards,2,30,261,2018,2,3
Total Yards,2,31,231,2017,2,10
Total Yards Allowed,2,0,156,2017,2,30
Total Yards Allowed,2,1,205,2018,2,8
Total Yards Allowed,2,2,213,2017,2,12
Total Yards Allowed,2,3,215,2017,2,22
Total Yards Allowed,2,4,243,2018,2,30
Total Yards Allowed,2,5,269,2017,2,10
Total Yards Allowed,2,6,269,2018,2,22
Total Yards Allowed,2,7,273,2017,2,22
Total Yards Allowed,2,8,279,2018,2,6
Total Yards Allowed,2,9,281,2018,2,4
Total Yards Allowed,2,10,294,2018,2,13
Total Yards Allowed,2,11,328,2018,2,27
Total Yards Allowed,2,12,343,2018,2,30
Total Yards Allowed,2,13,344,2017,2,28
Total Yards Allowed,2,14,350,2018,2,31
Total Yards Allowed,2,15,352,2018,2,17
Total Yards Allowed,2,16,354,2017,2,6
Total Yards Allowed,2,17,357,2017,2,5
Total Yards Allowed,2,18,357,2017,2,14
Total Yards Allowed,2,19,357,2018,2,1
Total Yards Allowed,2,20,358,2017,2,9
Total Yards Allowed,2,21,359,2018,2,3
Total Yards Allowed,2,22,368,2017,2,6
Total Yards Allowed,2,23,374,2018,2,22
Total Yards Allowed,2,24,399,2018,2,6
Total Yards Allowed,2,25,403,2017,2,31
Total Yards Allowed,2,26,418,2017,2,30
Total Yards Allowed,2,27,445,2018,2,23
Total Yards Allowed,2,28,471,2017,2,15
Total Yards Allowed,2,29,475,2017,2,11
Total Yards Allowed,2,30,489,2018,2,20
Total Yards Allowed,2,31,548,2017,2,20
Pass Attempts,2,0,50,2018,2,8
Pass Attempts,2,1,48,2018,2,17
Pass Attempts,2,2,48,2018,2,30
Pass Attempts,2,3,47,2017,2,6
Pass Attempts,2,4,46,2017,2,22
Pass Attempts,2,5,46,2018,2,4
Pass Attempts,2,6,44,2017,2,30
Pass Attempts,2,7,44,2018,2,31
Pass Attempts,2,8,43,2017,2,28
Pass Attempts,2,9,43,2017,2,9
Pass Attempts,2,10,41,2017,2,5
Pass Attempts,2,11,41,2018,2,13
Pass Attempts,2,12,41,2018,2,6
Pass Attempts,2,13,40,2017,2,14
Pass Attempts,2,14,39,2017,2,12
Pass Attempts,2,15,39,2017,2,10
Pass Attempts,2,16,39,2017,2,11
Pass Attempts,2,17,39,2018,2,6
Pass Attempts,2,18,38,2017,2,31
Pass Attempts,2,19,37,2017,2,22
Pass Attempts,2,20,37,2018,2,23
Pass Attempts,2,21,36,2018,2,22
Pass Attempts,2,22,36,2018,2,1
Pass Attempts,2,23,35,2018,2,27
Pass Attempts,2,24,34,2018,2,20
Pass Attempts,2,25,33,2017,2,15
Pass Attempts,2,26,31,2017,2,30
Pass Attempts,2,27,31,2017,2,6
Pass Attempts,2,28,30,2018,2,3
Pass Attempts,2,29,29,2018,2,22
Pass Attempts,2,30,28,2017,2,20
Pass Attempts,2,31,21,2018,2,30
Rush Attempts,2,0,41,2018,2,30
Rush Attempts,2,1,38,2017,2,30
Rush Attempts,2,2,33,2017,2,9
Rush Attempts,2,3,32,2017,2,22
Rush Attempts,2,4,32,2017,2,6
Rush Attempts,2,5,32,2018,2,22
Rush Attempts,2,6,30,2017,2,31
Rush Attempts,2,7,30,2018,2,22
Rush Attempts,2,8,29,2018,2,6
Rush Attempts,2,9,29,2018,2,6
Rush Attempts,2,10,28,2017,2,22
Rush Attempts,2,11,28,2017,2,15
Rush Attempts,2,12,28,2018,2,13
Rush Attempts,2,13,27,2017,2,12
Rush Attempts,2,14,26,2017,2,30
Rush Attempts,2,15,26,2018,2,1
Rush Attempts,2,16,24,2018,2,20
Rush Attempts,2,17,23,2018,2,27
Rush Attempts,2,18,22,2017,2,5
Rush Attempts,2,19,22,2018,2,31
Rush Attempts,2,20,22,2018,2,23
Rush Attempts,2,21,22,2018,2,8
Rush Attempts,2,22,22,2018,2,3
Rush Attempts,2,23,22,2018,2,30
Rush Attempts,2,24,21,2017,2,14
Rush Attempts,2,25,20,2017,2,20
Rush Attempts,2,26,20,2017,2,10
Rush Attempts,2,27,20,2018,2,17
Rush Attempts,2,28,19,2017,2,28
Rush Attempts,2,29,18,2018,2,4
Rush Attempts,2,30,17,2017,2,11
Rush Attempts,2,31,15,2017,2,6
Points Scored,3,0,36,2017,3,16
Points Scored,3,1,34,2018,3,14
Points Scored,3,2,33,2017,3,1
Points Scored,3,3,32,2017,3,27
Points Scored,3,4,32,2017,3,14
Points Scored,3,5,31,2017,3,6
Points Scored,3,6,31,2017,3,14
Points Scored,3,7,30,2018,3,14
Points Scored,3,8,29,2018,3,9
Points Scored,3,9,28,2017,3,17
Points Scored,3,10,24,2017,3,19
Points Scored,3,11,24,2017,3,13
Points Scored,3,12,21,2018,3,31
Points Scored,3,13,21,2018,3,12
Points Scored,3,14,20,2017,3,19
Points Scored,3,15,20,2017,3,20
Points Scored,3,16,20,2018,3,10
Points Scored,3,17,20,2018,3,2
Points Scored,3,18,20,2018,3,19
Points Scored,3,19,19,2017,3,8
Points Scored,3,20,17,2017,3,16
Points Scored,3,21,17,2017,3,11
Points Scored,3,22,17,2018,3,19
Points Scored,3,23,16,2018,3,5
Points Scored,3,24,15,2018,3,13
Points Scored,3,25,12,2018,3,28
Points Scored,3,26,10,2018,3,16
Points Scored,3,27,10,2018,3,15
Points Scored,3,28,7,2017,3,4
Points Scored,3,29,7,2018,3,11
Points Scored,3,30,7,2018,3,16
Points Scored,3,31,3,2017,3,23
Points Allowed,3,0,0,2017,3,17
Points Allowed,3,1,7,2017,3,23
Points Allowed,3,2,7,2017,3,14
Points Allowed,3,3,10,2017,3,11
Points Allowed,3,4,12,2017,3,19
Points Allowed,3,5,12,2017,3,13
Points Allowed,3,6,12,2017,3,16
Points Allowed,3,7,13,2017,3,6
Points Allowed,3,8,13,2018,3,12
Points Allowed,3,9,13,2018,3,9
Points Allowed,3,10,13,2018,3,2
Points Allowed,3,11,13,2018,3,19
Points Allowed,3,12,14,2018,3,31
Points Allowed,3,13,16,2018,3,11
Points Allowed,3,14,17,2018,3,28
Points Allowed,3,15,18,2018,3,14
Points Allowed,3,16,21,2017,3,19
Points Allowed,3,17,22,2017,3,20
Points Allowed,3,18,24,2017,3,8
Points Allowed,3,19,24,2017,3,14
Points Allowed,3,20,24,2018,3,14
Points Allowed,3,21,25,2017,3,1
Points Allowed,3,22,29,2018,3,13
Points Allowed,3,23,30,2017,3,16
Points Allowed,3,24,34,2018,3,15
Points Allowed,3,25,34,2018,3,16
Points Allowed,3,26,35,2017,3,27
Points Allowed,3,27,36,2017,3,4
Points Allowed,3,28,36,2018,3,16
Points Allowed,3,29,37,2018,3,19
Points Allowed,3,30,41,2018,3,10
Points Allowed,3,31,47,2018,3,5
Passing Yards,3,0,394,2017,3,27
Passing Yards,3,1,392,2017,3,16
Passing Yards,3,2,358,2018,3,10
Passing Yards,3,3,313,2018,3,14
Passing Yards,3,4,305,2017,3,1
Passing Yards,3,5,292,2017,3,16
Passing Yards,3,6,287,2018,3,31
Passing Yards,3,7,286,2017,3,20
Passing Yards,3,8,283,2017,3,14
Passing Yards,3,9,273,2018,3,5
Passing Yards,3,10,266,2018,3,15
Passing Yards,3,11,261,2017,3,13
Passing Yards,3,12,254,2018,3,9
Passing Yards,3,13,252,2017,3,14
Passing Yards,3,14,246,2017,3,6
Passing Yards,3,15,238,2018,3,19
Passing Yards,3,16,237,2017,3,17
Passing Yards,3,17,234,2017,3,23
Passing Yards,3,18,228,2018,3,19
Passing Yards,3,19,226,2018,3,13
Passing Yards,3,20,218,2017,3,19
Passing Yards,3,21,216,2017,3,19
Passing Yards,3,22,216,2018,3,12
Passing Yards,3,23,214,2018,3,2
Passing Yards,3,24,210,2017,3,8
Passing Yards,3,25,199,2018,3,16
Passing Yards,3,26,189,2018,3,14
Passing Yards,3,27,186,2018,3,28
Passing Yards,3,28,175,2018,3,16
Passing Yards,3,29,163,2018,3,11
Passing Yards,3,30,153,2017,3,11
Passing Yards,3,31,106,2017,3,4
Passing Yards Allowed,3,0,99,2017,3,23
Passing Yards Allowed,3,1,139,2017,3,17
Passing Yards Allowed,3,2,155,2017,3,16
Passing Yards Allowed,3,3,156,2017,3,19
Passing Yards Allowed,3,4,184,2018,3,2
Passing Yards Allowed,3,5,189,2018,3,9
Passing Yards Allowed,3,6,193,2018,3,28
Passing Yards Allowed,3,7,194,2017,3,19
Passing Yards Allowed,3,8,194,2018,3,10
Passing Yards Allowed,3,9,197,2017,3,14
Passing Yards Allowed,3,10,201,2018,3,15
Passing Yards Allowed,3,11,213,2018,3,5
Passing Yards Allowed,3,12,217,2017,3,6
Passing Yards Allowed,3,13,221,2017,3,20
Passing Yards Allowed,3,14,223,2018,3,11
Passing Yards Allowed,3,15,224,2017,3,11
Passing Yards Allowed,3,16,226,2018,3,12
Passing Yards Allowed,3,17,246,2018,3,19
Passing Yards Allowed,3,18,250,2017,3,1
Passing Yards Allowed,3,19,256,2018,3,31
Passing Yards Allowed,3,20,263,2017,3,14
Passing Yards Allowed,3,21,265,2018,3,14
Passing Yards Allowed,3,22,272,2017,3,13
Passing Yards Allowed,3,23,277,2017,3,27
Passing Yards Allowed,3,24,277,2017,3,16
Passing Yards Allowed,3,25,289,2017,3,4
Passing Yards Allowed,3,26,296,2018,3,13
Passing Yards Allowed,3,27,310,2018,3,16
Passing Yards Allowed,3,28,315,2017,3,8
Passing Yards Allowed,3,29,315,2018,3,14
Passing Yards Allowed,3,30,321,2018,3,19
Passing Yards Allowed,3,31,350,2018,3,16
Rushing Yards,3,0,216,2018,3,28
Rushing Yards,3,1,199,2018,3,14
Rushing Yards,3,2,190,2018,3,19
Rushing Yards,3,3,176,2017,3,1
Rushing Yards,3,4,150,2018,3,2
Rushing Yards,3,5,148,2018,3,5
Rushing Yards,3,6,147,2017,3,19
Rushing Yards,3,7,145,2018,3,9
Rushing Yards,3,8,136,2018,3,13
Rushing Yards,3,9,131,2018,3,11
Rushing Yards,3,10,128,2017,3,17
Rushing Yards,3,11,126,2017,3,14
Rushing Yards,3,12,125,2017,3,19
Rushing Yards,3,13,125,2017,3,11
Rushing Yards,3,14,123,2018,3,14
Rushing Yards,3,15,121,2017,3,13
Rushing Yards,3,16,115,2017,3,16
Rushing Yards,3,17,114,2018,3,12
Rushing Yards,3,18,113,2018,3,10
Rushing Yards,3,19,106,2017,3,6
Rushing Yards,3,20,104,2017,3,14
Rushing Yards,3,21,102,2018,3,16
Rushing Yards,3,22,100,2018,3,31
Rushing Yards,3,23,95,2017,3,8
Rushing Yards,3,24,94,2017,3,20
Rushing Yards,3,25,86,2017,3,23
Rushing Yards,3,26,85,2017,3,27
Rushing Yards,3,27,85,2018,3,19
Rushing Yards,3,28,76,2018,3,16
Rushing Yards,3,29,71,2018,3,15
Rushing Yards,3,30,61,2017,3,16
Rushing Yards,3,31,24,2017,3,4
Rushing Yards Allowed,3,0,33,2017,3,16
Rushing Yards Allowed,3,1,39,2017,3,6
Rushing Yards Allowed,3,2,43,2018,3,14
Rushing Yards Allowed,3,3,52,2018,3,15
Rushing Yards Allowed,3,4,67,2018,3,31
Rushing Yards Allowed,3,5,69,2018,3,19
Rushing Yards Allowed,3,6,72,2017,3,14
Rushing Yards Allowed,3,7,75,2017,3,8
Rushing Yards Allowed,3,8,75,2018,3,28
Rushing Yards Allowed,3,9,75,2018,3,9
Rushing Yards Allowed,3,10,78,2017,3,23
Rushing Yards Allowed,3,11,81,2017,3,17
Rushing Yards Allowed,3,12,82,2018,3,13
Rushing Yards Allowed,3,13,84,2017,3,11
Rushing Yards Allowed,3,14,87,2018,3,2
Rushing Yards Allowed,3,15,91,2018,3,12
Rushing Yards Allowed,3,16,92,2017,3,13
Rushing Yards Allowed,3,17,92,2018,3,14
Rushing Yards Allowed,3,18,92,2018,3,16
Rushing Yards Allowed,3,19,98,2018,3,11
Rushing Yards Allowed,3,20,101,2017,3,20
Rushing Yards Allowed,3,21,104,2018,3,19
Rushing Yards Allowed,3,22,106,2018,3,5
Rushing Yards Allowed,3,23,117,2017,3,19
Rushing Yards Allowed,3,24,117,2018,3,16
Rushing Yards Allowed,3,25,132,2017,3,19
Rushing Yards Allowed,3,26,133,2017,3,1
Rushing Yards Allowed,3,27,136,2017,3,14
Rushing Yards Allowed,3,28,149,2018,3,10
Rushing Yards Allowed,3,29,172,2017,3,16
Rushing Yards Allowed,3,30,192,2017,3,27
Rushing Yards Allowed,3,31,207,2017,3,4
Total Yards,3,0,504,2018,3,14
Total Yards,3,1,488,2017,3,16
Total Yards,3,2,481,2017,3,1
Total Yards,3,3,449,2017,3,27
Total Yards,3,4,445,2018,3,10
Total Yards,3,5,418,2018,3,19
Total Yards,3,6,392,2018,3,9
Total Yards,3,7,380,2017,3,20
Total Yards,3,8,380,2018,3,5
Total Yards,3,9,377,2017,3,13
Total Yards,3,10,373,2017,3,14
Total Yards,3,11,373,2017,3,14
Total Yards,3,12,373,2018,3,28
Total Yards,3,13,371,2018,3,31
Total Yards,3,14,365,2017,3,17
Total Yards,3,15,359,2018,3,2
Total Yards,3,16,357,2018,3,13
Total Yards,3,17,354,2017,3,19
Total Yards,3,18,337,2017,3,16
Total Yards,3,19,334,2017,3,6
Total Yards,3,20,332,2017,3,19
Total Yards,3,21,330,2018,3,12
Total Yards,3,22,308,2018,3,19
Total Yards,3,23,297,2018,3,14
Total Yards,3,24,293,2018,3,15
Total Yards,3,25,289,2018,3,16
Total Yards,3,26,288,2018,3,11
Total Yards,3,27,285,2017,3,8
Total Yards,3,28,277,2017,3,23
Total Yards,3,29,270,2017,3,11
Total Yards,3,30,251,2018,3,16
Total Yards,3,31,130,2017,3,4
Total Yards Allowed,3,0,174,2017,3,16
Total Yards Allowed,3,1,177,2017,3,23
Total Yards Allowed,3,2,187,2017,3,17
Total Yards Allowed,3,3,242,2018,3,15
Total Yards Allowed,3,4,245,2017,3,6
Total Yards Allowed,3,5,245,2017,3,14
Total Yards Allowed,3,6,251,2018,3,9
Total Yards Allowed,3,7,255,2017,3,19
Total Yards Allowed,3,8,261,2018,3,2
Total Yards Allowed,3,9,263,2018,3,28
Total Yards Allowed,3,10,284,2017,3,19
Total Yards Allowed,3,11,296,2017,3,11
Total Yards Allowed,3,12,298,2018,3,19
Total Yards Allowed,3,13,299,2018,3,31
Total Yards Allowed,3,14,303,2018,3,12
Total Yards Allowed,3,15,306,2017,3,20
Total Yards Allowed,3,16,313,2018,3,5
Total Yards Allowed,3,17,319,2018,3,14
Total Yards Allowed,3,18,321,2018,3,11
Total Yards Allowed,3,19,342,2018,3,10
Total Yards Allowed,3,20,350,2018,3,14
Total Yards Allowed,3,21,360,2017,3,13
Total Yards Allowed,3,22,377,2017,3,8
Total Yards Allowed,3,23,378,2017,3,14
Total Yards Allowed,3,24,378,2018,3,13
Total Yards Allowed,3,25,383,2017,3,1
Total Yards Allowed,3,26,402,2018,3,16
Total Yards Allowed,3,27,425,2018,3,19
Total Yards Allowed,3,28,431,2018,3,16
Total Yards Allowed,3,29,449,2017,3,16
Total Yards Allowed,3,30,464,2017,3,27
Total Yards Allowed,3,31,482,2017,3,4
Pass Attempts,3,0,45,2017,3,16
Pass Attempts,3,1,45,2018,3,15
Pass Attempts,3,2,41,2017,3,20
Pass Attempts,3,3,40,2018,3,13
Pass Attempts,3,4,39,2017,3,16
Pass Attempts,3,5,37,2018,3,10
Pass Attempts,3,6,37,2018,3,19
Pass Attempts,3,7,36,2017,3,27
Pass Attempts,3,8,36,2018,3,9
Pass Attempts,3,9,36,2018,3,2
Pass Attempts,3,10,35,2018,3,14
Pass Attempts,3,11,33,2018,3,16
Pass Attempts,3,12,32,2017,3,8
Pass Attempts,3,13,32,2017,3,23
Pass Attempts,3,14,32,2017,3,13
Pass Attempts,3,15,31,2018,3,28
Pass Attempts,3,16,31,2018,3,5
Pass Attempts,3,17,30,2017,3,17
Pass Attempts,3,18,30,2018,3,14
Pass Attempts,3,19,29,2017,3,6
Pass Attempts,3,20,29,2017,3,19
Pass Attempts,3,21,29,2018,3,31
Pass Attempts,3,22,29,2018,3,19
Pass Attempts,3,23,28,2017,3,19
Pass Attempts,3,24,28,2017,3,4
Pass Attempts,3,25,28,2018,3,11
Pass Attempts,3,26,27,2017,3,1
Pass Attempts,3,27,26,2017,3,14
Pass Attempts,3,28,25,2017,3,14
Pass Attempts,3,29,25,2018,3,12
Pass Attempts,3,30,25,2018,3,16
Pass Attempts,3,31,22,2017,3,11
Rush Attempts,3,0,41,2018,3,28
Rush Attempts,3,1,39,2017,3,17
Rush Attempts,3,2,38,2017,3,19
Rush Attempts,3,3,36,2018,3,12
Rush Attempts,3,4,36,2018,3,2
Rush Attempts,3,5,35,2017,3,1
Rush Attempts,3,6,35,2017,3,6
Rush Attempts,3,7,34,2017,3,19
Rush Attempts,3,8,34,2017,3,11
Rush Attempts,3,9,33,2018,3,14
Rush Attempts,3,10,33,2018,3,11
Rush Attempts,3,11,33,2018,3,31
Rush Attempts,3,12,33,2018,3,19
Rush Attempts,3,13,32,2018,3,9
Rush Attempts,3,14,31,2017,3,13
Rush Attempts,3,15,31,2017,3,16
Rush Attempts,3,16,30,2017,3,20
Rush Attempts,3,17,30,2017,3,14
Rush Attempts,3,18,30,2018,3,14
Rush Attempts,3,19,29,2017,3,8
Rush Attempts,3,20,29,2017,3,27
Rush Attempts,3,21,29,2018,3,13
Rush Attempts,3,22,28,2017,3,23
Rush Attempts,3,23,28,2018,3,10
Rush Attempts,3,24,28,2018,3,5
Rush Attempts,3,25,27,2018,3,16
Rush Attempts,3,26,22,2017,3,16
Rush Attempts,3,27,22,2018,3,15
Rush Attempts,3,28,21,2017,3,14
Rush Attempts,3,29,21,2018,3,16
Rush Attempts,3,30,16,2018,3,19
Rush Attempts,3,31,13,2017,3,4
Points Scored,4,0,41,2017,4,10
Points Scored,4,1,38,2018,4,1
Points Scored,4,2,38,2018,4,1
Points Scored,4,3,37,2018,4,17
Points Scored,4,4,36,2017,4,3
Points Scored,4,5,35,2017,4,1
Points Scored,4,6,35,2017,4,27
Points Scored,4,7,30,2017,4,9
Points Scored,4,8,30,2018,4,27
Points Scored,4,9,27,2018,4,7
Points Scored,4,10,27,2018,4,2
Points Scored,4,11,26,2018,4,6
Points Scored,4,12,25,2017,4,17
Points Scored,4,13,24,2017,4,5
Points Scored,4,14,24,2018,4,18
Points Scored,4,15,23,2017,4,17
Points Scored,4,16,20,2017,4,27
Points Scored,4,17,20,2017,4,19
Points Scored,4,18,19,2017,4,14
Points Scored,4,19,17,2017,4,25
Points Scored,4,20,17,2017,4,16
Points Scored,4,21,17,2017,4,21
Points Scored,4,22,17,2018,4,21
Points Scored,4,23,14,2018,4,27
Points Scored,4,24,13,2017,4,15
Points Scored,4,25,12,2017,4,1
Points Scored,4,26,12,2018,4,30
Points Scored,4,27,10,2018,4,15
Points Scored,4,28,9,2018,4,24
Points Scored,4,29,9,2018,4,17
Points Scored,4,30,7,2018,4,22
Points Scored,4,31,3,2018,4,29
Points Allowed,4,0,6,2017,4,15
Points Allowed,4,1,7,2017,4,3
